video_id,comments
wssxZjvs1rQ,"['Be a women Toby 💀🤣', ""why wasn't harry in this video?"", 'A year later Tommyinnit is still on 11 million', 'What shocked me is this video is a year and 28 days old and tommy has only gained 800,000, when I subbed to him early 2021 he grew INSANELY fast it’s shocking me', 'i am dying with harrys outfit', 'Sidemen grew 4 mil in a year', 'is Ethan high in this video?', 'Simon said he lost the war to 10 mil with Charlie D’amilio and Will Smith but here we are 11 months later and Simon beat both of them to 10 mil,so proud of Simon.', 'Harry in the back with the Wombles merch 🥵🥵🥵🥵', 'how do you do it with subscribers']"
S_IOdiORI2o,"['💙', 'ksi becomes babatoonde bucus he dosent sleep', 'please someone tell me what the song/music is that was used in the edit at the end of jj tripping. been trying to find out since this first came out', 'I’m getting sleepy by watching JJ fall asleep', '2:03', 'Tf is vik using kbm for race games? I’m actually triggered', 'bro jj falling asleep has me literally crying rn', 'Simon: I landed on the dark yellow one. \n\nYou mean orange?', 'Man dude the edit on JJ at the end was lit!', 'Man created the first plane stripper']"
zUDlDQ4djPs,"['Tobi saying things in a demonic voice.\n\nJosh in a high pitched voice: HEY GUYS, YOU GO FIND SOME SCARY THINGS.', '10:07  (they’re looking for the goats)\ntobi: “ronaldooo, where are you??” 😂😂😂', 'I know the creator of devour he works for/with my dad', 'I need to see sidemen phasmaphobia lol', '38:21 “this is none consensual”😭😭', '34:56 classic jj', '18:31 “i dunno where you areee” I LOVE TOBI', 'Azazel is the devil', ""JJ's screams jumpscare me more than the game."", '8:23 sorry I forgot that was on 😂😂😂']"
ZimS3TJZZBY,"['I cried (from my right eye) when vik pulled up with the jet to knock JJ 12:30', 'Only if vik knew he could use shift and ctrl to fly the jet also...', ""I realise it's just fir fun but it ppisses me off when jj ruins the fun for the others"", ""This was a good video, only downfall is JJ would aggravate me if I couldn't play the damn game.... what's the point? It's annoying"", '12:19 Top gun maverick deleted scene', 'God bless you', 'cool intro', 'Jj was bare annoying in this video', 'bro they say american youtubers te fake bro british youtubers are more fake', '💙']"
zdEdfWHoAe8,"['Random Recommendation 🤔', '1 33 kenyan flag love my country', 'In some part of the tennis Jj really carried Simon😂🗿', 'ksi, made it into the regular Olympics on accident, his are on a different date....', 'JJ is the best', 'DID NOONE REALISE THAT TOBI BROKE THE ONLINE OLYMOIC RECORD', '7:08 Tobi says the same thing that he says in the Tinder in USA when Ashley walks in hahahah', 'Let’s goo gang 🔥🔥', '“Yes I got 4 meters yes”', 'We need an olympics game like the 2012 one. More realistic. Didnt really like the newer cartoony ones']"
JZq0iMWbwHo,"['11:45 12:09 Brilliant moves by JJ', 'Absolute legend', ""11:42 to 12:10 is probably the best moment of KSI's life"", 'Nice come back by KSI', 'Finally not a clickbait', 'Gg, KSI you Frecking win Trivial Pusuit 🏆', 'as a russian, can you imagine how impressed i was when i saw that jj picked stalin on the last one, he just knew instantly\nbig up jj', 'JJ went from being last all video to winning in the last round', 'LOVE the Trivial Pursuit videos ❤', 'The winner was literally in the title of the video and I was still surprised']"
nakwXYkAJTs,"['Josh saying „let them know” made me giggle 💀', 'jj makes my blood boil with the way he drops them', 'Next time you do Tetris again I would love to see Ethan, Harry and JJ with a Randy feature now that would be views and funny to watch', 'The fact that JJ gave Vik his only actual loss with a tower like that is hilarious', 'I wanna see more of this', 'TRICKY TOWERS LETS GOO', 'watching jj is mindboggling', 'Now is the time to bring this back', 'Jj’s Tetris logic is hilarious 😂', 'JJs EPIC MOMENT 6:35']"
3qobyO8T4D8,"['could u do a 1v4 against me called sidemen stumble guys vs 1 pro pls it would be awesome', '4:54 lol', 'my name is sonia and i saw the sonja at first and thought it would be so cool if you guys said my name and you did!', 'Harry does a lot better against bots than real people 😂', ""mate the people with names a humans the one without isn't 😭😭"", 'Josh is actually so desperate to win it’s sad 😂', 'ive never been more happy for harry to win a game', ""POV: you join a random server on stumble guys and realize you're playing with some of the most famous people"", '*JJ does a frontflip *\nJosh:JJ just did a backflip but forwards😂😂😂', 'If you are wondering what the game is its stumble did not watch the bid...']"
5PlK5K3RnFI,"['""How can she slap"" The Indian meme reborn right here lads! 30:33', '26:22 is so fucking funny hahahaha 26:37', 'Talking Ben', 'Harry not knowing that he doesn’t have full stamina will always make me laugh🤣', 'Attempted Tenacious D Lyric in there somewhere, points for whoever finds it?!?', ""I don't like how they boxed in JJ and stopped him from winning."", 'The ""can I at least finish"" never gets old', ""If Harry is gonna cry like a little girl every time he play's, I suggest he stops playing. Like the only thing that put me off watching this was Harry's constant bitching."", '38:29', 'Sample text messed with smii7y tog (another youtuber that does gta 5 videos!)']"
KLwXSKyOQyY,"['Bring this man more', ""this man gives me so much joy I'm crying out of laughter"", ""He's the embodiment of the word chaotic, he makes even Harry look less grazy"", 'Gibs comments embody my adhd 😂', 'Gib is my most favorite Collab after Phill', 'Gibbo and Harry show the difference between ADHD and autism so perfectly 😂😂😂', 'Bring Gibber back!', 'Tobi: “😑Do it if your bad” \n\nGib: *proceeds to do it bc he’s Bad 😎🔨↩️*\n\nTobi: 🤯😰😰😰😟😡\n\nGets me EVERYTIME', 'Gib is so funny 😁 😂', 'I love his hard R pronunciation of bastard']"
NVjx59Pk15k,"['what brand is ksi wearing why is it blurred out?', '16:09\nJosh: ""I\'m sorry little one.""', 'where is there blur on jj all throughout the video?', '15:51 reminds me of when I accidentally got a little girl out in the basketball game knockout', 'Yes', 'josh is so messed up for doing that', '16:08', 'Josh showed her the real world', '16:10 won a battle but lost the war😂😂😂', 'Not today 😂😂😂']"
CWG3Bnj4VPA,"[""I'm concerned about Harry, 😢🤔"", ""what's the video name at 2:22?"", 'Bro, how is harry still alive at this point- like he’s fallen off at least 2 roofs, one that was just grass and the other on top of a car? And the first let alone could have paralysed him or got him a grade 1 concussion if he was lucky that it wasn’t a grade 2 concussion\nHarry is so lucky-', 'All I have to say is HILARIOUS and 2:47', 'God has his blessings over Harry', 'notice how most of them are harry😭😭', 'Mane would be proud', 'im the 999,999th viewer', 'Came back to this vid just to see it has exactly 999k views', 'Harry’s body must be bullet proof to make it so far in life']"
FxBkjHLYr5o,"['YouTube subtitle didn’t work in this video', 'that emo girl thinks looks matter and not all sidemen are better looking but look at her lmao', 'all these women dress like of haram women', 'I dunno, Bonnies point about the man paying is kind of loaded\nPersonally I agree that the one that offers the date is the one that is expected to pay, unless there is a mutal agreement to split the note\nBut Bonnie be like ""I will offer to pay, but if you take it I wont see you again"", which means she is basically saying if you want to see me again you will be the one paying\nAnd then of course there is that recurring problem of men paying for the date expecting a followup(not necessarily sex), but getting shot down. And when they call it out they get demonized\nYeah, I agree that payment does not mean it will have to lead to something ... But then there is women like Bonnie that is of the legit opinion that you need to pay if you want to see her again\nWhat I\'m saying is the duality if what a payment entails is a cause for a lot of unnecessary problems, so people enforcing ""the bad way"" is by default very problematic\nBut then again Bonnie do seem to be a mess of toxic opinions', 'This video reminded me why I dislike jj more than the other sidemeb', 'of course the girls don\'t understand hoes aren\'t loyal. the more body count, the more dysfunctional and untrustworthy they are. it applies to guys aswell but women would prefer an ""experienced"" man.', 'Women like these is why we need Andrew Tate', 'Funny how the oldest women were the only ones who thought they were at their prime when in reality they past it 10 years ago 😂', 'Hey I am the funniest guy in the wrld', 'I\'d say that pineapple on pizza shouldn\'t even be an argument. That\'s why there\'s a pizza flavor called ""Hawaiian"", if you don\'t like it, just don\'t eat it. But if you say ""pineapple on a pepperoni pizza"", fck that\'s disgusting.']"
fgj_8_nWYOM,"['The SDMN x Mr. Men collection is out now! Available only on www.sidemenclothing.com 👕👖', 'Aww Vik is wholesome 🥰', 'Major pause for the title', 'the title hella misleading', '1:10 11:05', 'simon is a prick and vikk is a legend', 'That tobi shot 😂😂😂', 'common simon L', 'Simon Ethan and Josh are so desperate to win in games it’s embarrassing.', 'Can we get gaming videos without Josh?']"
LWNUo7o9zcY,"['15:29 im dead', '16:31', 'the lazy eye lmaooooo', 'Anyone know the name of the background music?', 'Revisiting this vid and I her this from Ethan 6:05', ""Vikk always getting Harry's masterpieces 😆"", 'Im bleeding out my ass after getting pegged', '14:45', '10:24', 'F']"
g8MaZk41YrE,"['1:10', '5:15 the coolest gta moment ever', 'This video is so jokes even the second time 💀', 'Where’s the first clip from?', 'that meat head image is CURSED', ""All the wittle bois kept crying about compilations yet they're still pumping out primo content and years later these compilations are the best GTA vids to come back and watch because they're just highlight reels."", ""5:00 It's Not Over Yet"", '23:35', '1:12', ""Ethan's laugh man 😂""]"
1QrETMelt-Q,"['I think they should of had a couple of practice rounds first', 'How is Harry part of the sidemen and have so much money yet his pc runs this game at 2fps', '‘Yeah there’s bear traps’\n‘No there’s only one’', 'They should do this again!  Throwing food at the owner would stunned him a little bit.', 'Tobi: Where does my man keep wrenches\nproceeds to check the fridge..', 'can someone tel me what game this is', 'This was a fun gaming video tbf', 'Harry is trash at every game', 'whats this game called', 'SidePlus :(  7K rupee per year  :(']"
duBp-gP-sxo,"[""What's the name of this game?"", 'Boxing fight was epic', 'no comment about nigerias initials?', '13:10 JJ vs pineda abuse', '1:59', 'Can we get KSI to fight all sidemen in a boxing match oooh that would be the best video', 'LOOOL the uppercut still gets me rolling😭😭😭😭', 'I wanna see the Sidemen try Fromsoft games like Elden Ring, they would be raging every minute. Especially if Harry thinks three button combinations are too much.', 'That upper cut in the air ufff 🔥🤣', 'bro whys ethan not on the nigerian side']"
KQiW7R2Y3Io,"['6:10 omg that rant was hilarious 😂', ';)', '9:12', 'When ksi yells im autistic ☠️☠️', '8:50 did my man just straight up batista bomb a chair infront of this girl? Im done hahahahaha', '""You\'re a fucking bastard!"" is legitimately iconic.', 'The way jj walk like Harry   lol so accurate', 'Definitely need more tinder videos 😂', 'That’s the most aggressive thing I’ve ever heard Vik say', 'Sarah is fit.']"
s5FKsxnG_Ok,"['Assuming i see', 'Nah I love vik he’s just so real and truthful I love the others too ❤', 'I reckon the sidemen won’t split up all at once. I feel like one of them will leave, then another, then another until there’s just a couple of them', ""I feel like Tobi and Simon are the softies🤷\u200d♀️ idk it's just my opinion"", '8:11 people in Australia can buy red bull whenever they want. I saw these ten year olds buying red bull', ';\u2060)', ""12:48 what did harry say he's scared of?"", 'Little did Ethan know', '1:26', 'I’ve sent food back at restaurants when it was wrong I don’t think that’s rude']"
